Source,Target,Weight
Some,Illnesses,1
Illnesses,conditions,1
conditions,Cancer,1
Cancer,Cancer,1
Cancer,types,1
types,adults,1
types,cancer,1
adults,Paget,1
Paget,disease,17
disease,nipple,7
disease,breast,1
disease,bone,1
disease,refer,1
disease,usually,2
disease,still,1
disease,form,1
disease,treated,2
disease,detected,1
nipple,Paget,2
nipple,also,1
nipple,used,1
nipple,breast,3
nipple,produces,1
nipple,extend,1
nipple,looks,1
nipple,changes,1
nipple,lump,2
nipple,areola,2
also,known,1
also,occur,1
also,appear,1
known,Paget,1
breast,rare,1
breast,cancer,9
breast,Paget,1
breast,tissue,2
breast,majority,1
breast,breast,1
breast,lumps,1
rare,type,1
type,breast,1
type,skin,1
cancer,term,1
cancer,also,1
cancer,tissue,1
cancer,either,1
cancer,although,1
cancer,visit,1
cancer,sooner,1
cancer,Surgery,1
cancer,involves,1
cancer,including,1
cancer,However,1
term,Paget,2
used,distinguish,1
distinguish,condition,1
condition,Paget,1
bone,occurs,1
bone,growth,1
occurs,normal,1
normal,cycle,1
normal,red,1
cycle,bone,1
growth,disrupted,1
disrupted,leading,1
leading,bones,1
bones,becoming,1
becoming,weak,1
weak,deformed,1
deformed,similar,1
similar,type,1
similar,psoriasis,1
skin,cancer,1
skin,one,1
skin,areola,1
skin,similar,1
skin,nipple,1
skin,around,1
occur,parts,1
parts,body,1
body,rest,1
rest,section,1
section,use,1
use,term,1
refer,Paget,1
usually,affects,1
usually,sign,1
usually,first,1
affects,skin,1
one,nipple,1
produces,eczemalike,1
eczemalike,symptoms,1
symptoms,appearing,1
symptoms,include,1
appearing,itchy,1
itchy,red,1
red,rash,1
red,flay,1
red,dry,1
rash,nipple,1
extend,darker,1
darker,area,2
area,surrounding,1
area,skin,1
surrounding,skin,1
areola,also,1
areola,darker,1
areola,may,1
appear,small,1
small,ulcer,1
small,amount,1
ulcer,dry,1
dry,red,1
dry,scaly,1
flay,patches,1
patches,skin,1
psoriasis,possible,1
possible,symptoms,1
include,experiencing,1
experiencing,itchiness,1
itchiness,burning,1
burning,bleeding,1
bleeding,nipple,1
looks,normal,1
scaly,extremely,1
extremely,unlikely,1
unlikely,Paget,1
still,checked,1
checked,doctor,1
checked,Head,1
doctor,Paget,1
sign,breast,1
tissue,behind,1
tissue,away,1
tissue,includes,1
behind,nipple,1
away,nipple,1
either,small,1
amount,cases,1
cases,evidence,1
cases,Paget,1
evidence,Paget,1
changes,half,1
changes,skin,1
half,cases,1
lump,found,1
lump,invasion,1
lump,noninvasion,1
lump,breast,1
found,breast,1
majority,people,1
people,lump,1
people,Paget,1
invasion,breast,1
although,necessarily,1
necessarily,mean,1
mean,spread,1
spread,people,1
noninvasion,breast,1
visit,of,1
of,notice,1
of,develop,1
notice,changes,1
around,nipple,1
form,breast,1
sooner,diagnosed,1
diagnosed,better,1
better,outcome,1
outcome,likely,1
likely,Speak,1
Speak,of,1
develop,lump,1
lumps,cancerous,1
cancerous,important,1
important,checked,1
Head,Paget,2
treated,way,1
treated,early,1
treated,Edifying,1
way,breast,1
Surgery,usually,1
first,line,1
line,treatment,1
treatment,unlike,1
unlike,forms,1
forms,breast,1
involves,removing,1
removing,breast,1
includes,nipple,1
may,followed,1
may,reduce,1
followed,combination,1
combination,Paget,1
detected,treated,1
early,stages,1
stages,good,1
good,chance,1
chance,recovery,1
recovery,Head,1
Edifying,certain,1
certain,lifestyle,1
certain,types,1
lifestyle,factors,1
factors,reducing,1
factors,remain,1
reducing,alcohol,1
alcohol,intake,1
intake,regular,1
regular,exercise,1
exercise,may,1
reduce,risk,1
risk,developing,1
developing,certain,1
including,breast,1
However,factors,1
remain,controversial,1
