Source,Target,Weight
Some,Illnesses,1
Illnesses,conditions,1
conditions,Lungs,1
conditions,common,1
Lungs,always,1
Lungs,filled,1
always,Pneumonia,1
Pneumonia,Pneumonia,1
Pneumonia,swelling,1
Pneumonia,affect,1
Pneumonia,usually,1
Pneumonia,difficult,1
swelling,inflammation,1
inflammation,tissue,1
tissue,one,1
one,lungs,1
one,person,1
lungs,usually,1
lungs,clusters,1
lungs,mild,1
usually,caused,1
usually,result,1
usually,treated,1
usually,passed,1
caused,bacterial,1
caused,bacteria,1
bacterial,infection,1
bacterial,pneumonia,1
infection,end,1
infection,caused,1
end,breathing,1
breathing,tubes,1
breathing,chest,1
tubes,lungs,1
clusters,tiny,1
tiny,air,1
tiny,sacs,1
air,sacs,1
sacs,pneumonia,1
sacs,become,1
pneumonia,tiny,1
pneumonia,develop,1
pneumonia,include,1
pneumonia,Week,1
pneumonia,affects,1
pneumonia,Pneumonia,1
pneumonia,Any,1
pneumonia,well,1
pneumonia,types,1
pneumonia,of,1
pneumonia,asking,1
pneumonia,probably,1
pneumonia,usually,2
pneumonia,start,1
pneumonia,severe,1
become,inflamed,1
inflamed,fill,1
fill,fluid,1
fluid,symptoms,1
fluid,produce,1
symptoms,pneumonia,3
symptoms,include,1
symptoms,rapid,1
symptoms,examining,1
symptoms,conditions,1
symptoms,improved,1
develop,suddenly,1
develop,pneumonia,1
suddenly,24,1
24,48,1
48,hours,2
hours,may,1
hours,starting,1
may,come,1
may,able,1
may,needed,1
may,ask,1
may,also,2
may,need,2
may,last,1
come,slowly,1
slowly,several,1
several,days,1
days,Common,1
Common,symptoms,1
include,Less,1
include,See,1
include,following,1
Less,common,1
common,symptoms,1
common,serious,1
common,cold,1
See,of,1
of,feel,1
of,pneumonia,1
of,may,3
feel,unwell,1
unwell,typical,1
typical,symptoms,1
Week,urgent,1
urgent,medical,1
medical,attention,1
attention,experiencing,1
experiencing,severe,1
severe,symptoms,1
severe,may,1
rapid,breathing,1
chest,pain,1
chest,tests,1
chest,back,1
chest,tapping,1
chest,Xray,2
pain,confusion,1
confusion,of,1
affects,around,1
around,8,1
around,others,1
8,1000,1
1000,adults,1
adults,year,1
year,widespread,1
widespread,autumn,1
autumn,winter,1
winter,Pneumonia,1
affect,people,1
people,age,1
people,young,1
people,weakened,1
age,common,1
serious,certain,1
certain,groups,1
groups,people,1
groups,likely,1
groups,increased,1
groups,pneumonia,1
young,elderly,1
elderly,People,1
People,groups,1
likely,need,1
need,hospital,1
need,chest,2
need,treated,1
hospital,treatment,1
treatment,develop,1
treatment,Mild,1
treatment,soon,1
result,pneumococcal,1
pneumococcal,infection,1
bacteria,called,1
bacteria,including,1
called,Streptococcus,1
Streptococcus,pneumonia,1
Any,different,1
different,types,1
different,sound,1
types,bacteria,1
types,include,1
including,Haemophilus,1
including,family,1
Haemophilus,influenza,1
influenza,Staphylococcus,1
Staphylococcus,aureus,1
aureus,also,1
also,cause,1
also,take,1
also,listen,1
cause,pneumonia,1
well,sinuses,1
well,bacterial,1
well,treatment,1
sinuses,rarely,1
rarely,hung,1
hung,well,1
following,groups,1
increased,risk,1
risk,developing,1
developing,pneumonia,1
able,diagnose,1
diagnose,pneumonia,1
diagnose,shares,1
asking,symptoms,1
examining,chest,1
tests,may,2
tests,sputum,1
tests,symptoms,1
needed,cases,1
cases,Pneumonia,1
difficult,diagnose,1
shares,many,1
many,symptoms,1
cold,bronchitis,1
bronchitis,asthma,1
asthma,help,1
help,make,1
make,diagnosis,1
diagnosis,of,1
ask,of,1
take,temperature,1
temperature,listen,1
listen,chest,2
back,stethoscope,1
stethoscope,check,1
check,crackling,1
crackling,rattling,1
rattling,sounds,1
sounds,may,1
tapping,Lungs,1
filled,fluid,1
produce,different,1
sound,normal,1
normal,healthy,1
healthy,lungs,1
mild,pneumonia,1
probably,need,1
Xray,tests,2
sputum,mucus,1
mucus,test,1
test,blood,1
blood,tests,1
improved,within,1
within,48,1
starting,treatment,1
Mild,pneumonia,1
treated,home,1
treated,hospital,1
home,health,1
health,problems,1
problems,respond,1
respond,well,1
soon,recover,1
recover,although,1
although,cough,1
cough,may,1
last,time,1
time,pneumonia,1
passed,one,1
person,another,1
person,pneumonia,1
another,safe,1
safe,around,1
others,including,1
family,members,1
members,However,1
However,people,1
weakened,immune,1
immune,system,1
system,avoid,1
avoid,close,1
close,contact,1
contact,person,1
start,get,1
get,better,1
better,atrisk,1
atrisk,groups,1
