Source,Target,Weight
Some,Illnesses,1
Illnesses,conditions,1
conditions,Mental,1
conditions,cause,1
conditions,exact,1
conditions,disorders,1
conditions,agoraphobia,1
Mental,health,1
health,Panic,1
health,conditions,2
health,condition,1
Panic,disorder,3
Panic,attacks,1
disorder,Panic,2
disorder,recurring,1
disorder,feelings,1
disorder,fully,1
disorder,important,1
disorder,see,1
disorder,experience,1
disorder,diagnosed,1
disorder,reduce,1
disorder,Head,1
disorder,things,1
disorder,may,1
disorder,readable,1
disorder,much,1
disorder,become,1
recurring,regular,1
regular,panic,1
panic,attacks,4
panic,certain,1
panic,disorder,13
panic,occur,1
panic,attack,3
attacks,often,1
attacks,depend,1
attacks,month,1
attacks,week,1
attacks,frightening,1
attacks,followed,1
attacks,Head,1
attacks,ease,1
often,apparent,1
apparent,reason,1
reason,Everyone,1
Everyone,experiences,1
experiences,feelings,1
experiences,rush,1
feelings,anxiety,2
feelings,worry,1
feelings,may,1
anxiety,panic,2
anxiety,stress,1
anxiety,including,1
anxiety,well,1
anxiety,example,1
certain,times,1
times,lifetime,1
lifetime,natural,1
natural,response,1
response,distressful,1
distressful,dangerous,1
dangerous,situations,1
dangerous,attack,1
situations,However,1
However,someone,1
However,thought,1
someone,panic,1
stress,panic,1
occur,regularly,1
regularly,time,1
time,Anxiety,1
Anxiety,feeling,1
feeling,uneasy,1
uneasy,range,1
range,mild,1
mild,severe,1
severe,include,1
severe,anxiety,1
severe,condition,1
include,feelings,1
worry,fear,1
worry,concern,1
fear,several,1
fear,apprehension,1
several,conditions,1
several,attacks,1
cause,severe,1
cause,physical,1
cause,panic,1
including,panic,1
attack,occurs,1
attack,cause,1
attack,many,1
attack,panic,1
occurs,body,1
body,experiences,1
rush,intense,1
intense,psychological,1
intense,dangerous,1
psychological,mental,1
psychological,factors,1
mental,physical,1
mental,health,2
physical,symptoms,2
physical,harm,1
physical,psychological,1
physical,conditions,1
symptoms,may,1
symptoms,number,1
symptoms,panic,1
symptoms,anxiety,2
symptoms,Psychological,1
may,experience,1
may,also,1
may,one,1
may,several,1
may,diagnosed,1
may,affect,1
experience,overwhelming,1
experience,recurrent,1
overwhelming,sense,1
sense,fear,1
apprehension,anxiety,1
well,feelings,1
also,physical,1
also,increase,1
number,panic,2
depend,severe,1
condition,people,1
condition,probably,1
condition,could,1
condition,Panic,1
people,may,1
one,two,1
one,month,1
two,attacks,1
two,main,1
month,others,1
month,continuous,1
others,may,1
week,Head,1
Head,symptoms,1
Head,possible,1
Head,panic,1
Head,treating,1
frightening,intense,1
harm,unlikely,1
unlikely,admitted,1
admitted,hospital,1
hospital,panic,1
many,mental,1
exact,cause,1
fully,understood,1
understood,However,1
thought,condition,1
probably,linked,1
linked,combination,1
combination,physical,1
factors,Head,1
possible,causes,1
possible,Treatment,1
causes,panic,1
important,aware,1
important,seek,1
aware,physical,1
disorders,similar,1
similar,symptoms,1
example,See,1
See,of,1
of,symptoms,1
see,may,1
diagnosed,panic,1
diagnosed,aim,1
recurrent,unexpected,1
unexpected,panic,1
followed,least,1
least,one,1
continuous,worry,1
concern,attacks,1
aim,treating,1
treating,panic,2
reduce,number,1
ease,severity,1
severity,symptoms,1
Psychological,therapy,1
therapy,meditation,1
meditation,two,1
main,types,1
types,treatment,1
treatment,panic,1
things,help,1
help,panic,1
help,soon,1
affect,ability,1
ability,drive,1
ability,GOVof,1
drive,legal,1
legal,obligation,1
obligation,inform,1
inform,River,1
River,Vehicle,1
Vehicle,Licensing,1
Licensing,Agency,1
Agency,DVLA,1
DVLA,medical,1
medical,condition,1
medical,help,1
could,impact,1
impact,driving,1
driving,ability,1
driving,disability,1
GOVof,information,1
information,advice,1
advice,driving,1
disability,health,1
readable,make,1
make,full,1
full,recovery,1
recovery,important,1
seek,medical,1
soon,possible,1
Treatment,panic,1
much,effective,1
effective,given,1
given,early,1
early,stage,1
stage,Left,1
Left,untreated,1
untreated,panic,1
become,debilitating,1
debilitating,isolation,1
isolation,illness,1
illness,also,1
increase,risk,1
risk,developing,1
developing,mental,1
agoraphobia,photius,1
