Source,Target,Weight
Some,Illnesses,1
Illnesses,conditions,1
conditions,Lungs,1
conditions,blood,1
Lungs,always,1
always,Pleurisy,1
Pleurisy,Pleurisy,1
Pleurisy,inflammation,2
Pleurisy,usually,1
Pleurisy,affect,1
inflammation,sheetlike,1
inflammation,pleura,1
inflammation,surfaces,1
sheetlike,layers,1
layers,cover,1
layers,may,1
layers,become,1
layers,rub,1
cover,lungs,1
lungs,pleura,1
lungs,pulmonary,1
lungs,ribcage,1
lungs,pleural,1
pleura,common,1
pleura,usually,1
pleura,two,1
pleura,helping,1
pleura,vital,1
common,symptom,1
common,cause,1
symptom,pleurisy,1
pleurisy,sharp,1
pleurisy,tests,1
pleurisy,assess,1
pleurisy,caused,4
pleurisy,Treatment,1
pleurisy,depends,1
pleurisy,excess,1
pleurisy,Pleurisy,1
pleurisy,type,1
pleurisy,include,1
sharp,chest,1
chest,pain,3
chest,check,1
chest,infection,1
pain,breathing,1
pain,also,1
pain,may,1
pain,severe,1
pain,associated,1
pain,discomfort,1
breathing,deeply,1
breathing,difficulties,1
deeply,Sometimes,1
Sometimes,pain,1
also,felt,1
also,symptoms,1
felt,shoulder,1
shoulder,pain,1
may,worse,1
may,relieved,1
may,pleurisy,1
may,needed,1
may,admitted,1
may,necessary,1
worse,cough,1
cough,seize,1
cough,Visit,1
seize,move,1
move,around,1
around,may,1
relieved,taking,1
taking,shallow,1
shallow,breath,1
breath,symptoms,1
breath,dry,1
symptoms,include,1
symptoms,Week,1
symptoms,coughing,1
symptoms,of,1
include,shortness,1
include,cases,2
shortness,breath,1
dry,cough,1
dry,crunching,1
Visit,of,1
of,experience,1
of,listen,1
experience,symptoms,1
Week,immediate,1
immediate,medical,1
medical,help,1
help,chest,1
severe,particularly,1
severe,include,1
particularly,also,1
coughing,blood,1
blood,nausea,1
blood,clot,1
blood,lungs,1
nausea,sweating,1
sweating,Pleurisy,1
usually,diagnosed,1
usually,treated,1
usually,caused,1
usually,responsible,1
diagnosed,studying,1
studying,symptoms,1
listen,chest,1
check,distinctive,1
distinctive,dry,1
crunching,sound,1
sound,suggests,1
suggests,may,1
tests,may,1
needed,identify,1
identify,underlying,1
underlying,cause,2
cause,pleurisy,3
cause,example,1
cause,identified,1
cause,layers,1
assess,severe,1
cases,result,1
cases,pleurisy,2
result,vital,1
vital,infection,2
vital,infections,1
infection,fly,1
infection,pneumonia,1
infection,Head,1
infection,often,1
infection,usually,1
infection,sometimes,1
infection,common,1
infection,potential,1
fly,bacterial,1
bacterial,infection,2
pneumonia,rarer,1
rarer,cases,1
caused,conditions,1
caused,vital,1
caused,bacterial,1
caused,another,1
caused,bacteria,1
clot,blocking,1
blocking,flow,1
flow,blood,1
pulmonary,embolism,1
embolism,lung,1
lung,cancer,1
cancer,Pleurisy,1
affect,people,1
people,ages,1
people,65,1
people,frail,1
ages,people,1
65,years,1
years,risk,1
risk,likely,1
likely,develop,1
develop,chest,1
Head,causes,1
Head,treating,1
causes,pleurisy,1
Treatment,pleurisy,1
depends,underlying,1
example,pleurisy,1
often,resolve,1
often,used,1
resolve,without,1
without,treatment,1
treatment,However,1
However,pleurisy,1
treated,antibiotics,1
antibiotics,people,1
frail,already,1
already,poor,1
poor,health,1
health,may,1
admitted,hospital,1
hospital,Onsteroidal,1
Onsteroidal,antiinflammatory,1
antiinflammatory,drugs,1
drugs,NSAIDs,1
NSAIDs,ibuprofen,1
ibuprofen,often,1
used,relieve,1
relieve,chest,1
associated,pleurisy,1
excess,fluid,1
fluid,build,1
fluid,prevent,1
fluid,become,1
build,pleural,1
pleural,layers,1
pleural,sheets,1
necessary,drain,1
drain,fluid,1
prevent,breathing,1
difficulties,Head,1
treating,pleurisy,1
another,condition,1
condition,infection,1
sometimes,cause,1
identified,pleura,1
two,thin,1
two,layers,1
thin,sheets,1
thin,layer,1
sheets,tissue,1
sheets,thin,1
tissue,separate,1
separate,lungs,1
ribcage,One,1
ribcage,attached,1
One,attached,1
attached,ribcage,1
attached,lungs,1
layer,liquid,1
liquid,lubricates,1
lubricates,pleura,1
helping,reduce,1
reduce,friction,1
friction,breathe,1
breathe,inflammation,1
surfaces,two,1
become,rough,1
become,sticky,1
rough,fluid,1
sticky,cause,1
rub,together,1
together,resulting,1
resulting,pain,1
discomfort,infection,1
type,infection,1
potential,spread,1
spread,pleura,1
infections,usually,1
responsible,Sinuses,1
Sinuses,known,1
known,cause,1
